word;commonality;cobertura;word_order
shut;1;0.848;420
Bean;1;0.848;421
box;1;0.848;422
cause;1;0.851;423
cup;1;0.851;424
doctor;1;0.852;425
duck;1;0.852;426
finger;1;0.852;427
horse;1;0.853;428
hum;1;0.853;429
piece;1;0.853;430
bug;1;0.853;431
tree;1;0.854;432
turtle;1;0.854;433
swing;1;0.854;434
fix;1;0.854;435
lift;1;0.854;436
pet;1;0.854;437
ya;1;0.854;438
both;1;0.855;439
before;1;0.855;440
while;1;0.855;441
must;1;0.855;442
ours;1;0.855;443
myself;1;0.855;444
somewhere;1;0.855;445
hour;1;0.855;446
miss;1;0.856;447
alright;1;0.856;448
record;1;0.856;449
talk;1;0.856;450
minute;1;0.856;451
pass;1;0.856;452
shall;1;0.857;453
actually;1;0.857;454
night;1;0.857;455
thirty;1;0.858;456
eight;1;0.858;457
nine;1;0.858;458
sign;1;0.858;459
shoot;1;0.858;460
triangle;1;0.858;461
Mr;1;0.858;462
twenty;1;0.859;463
feel;1;0.859;464
hard;1;0.859;465
ten;1;0.859;466
class;1;0.859;467
twelve;1;0.859;468
six;1;0.86;469
probably;1;0.86;470
crack;1;0.86;471
ask;1;0.86;472
draw;1;0.86;473
poo;1;0.86;474
forget;1;0.861;475
kid;1;0.861;476
animal;1;0.861;477
cook;1;0.861;478
excuse;1;0.861;479
hit;1;0.862;480
hundred;1;0.862;481
anything;1;0.862;482
press;1;0.862;483
small;1;0.862;484
clock;1;0.862;485
ever;1;0.863;486
taste;1;0.863;487
nothing;1;0.863;488
whatever;1;0.863;489
blood;1;0.863;490
half;1;0.863;491
smash;1;0.863;492
wear;1;0.863;493
wow;1;0.864;494
wrong;1;0.864;495
rotten;1;0.864;496
easy;1;0.864;497
sun;1;0.864;498
happen;1;0.864;499
number;1;0.864;500
meat;1;0.864;501
sauce;1;0.864;502
sixty;1;0.864;503
chip;1;0.864;504
cry;1;0.864;505
eleven;1;0.865;506
sing;1;0.865;507
morning;1;0.865;508
song;1;0.865;509
shape;1;0.865;510
everyone;1;0.865;511
fast;1;0.865;512
father;1;0.865;513
fifteen;1;0.865;514
Germany;1;0.866;515
laugh;1;0.866;516
listen;1;0.866;517
mess;1;0.866;518
basketball;1;0.866;519
beat;1;0.866;520
bing;1;0.866;521
cheese;1;0.867;522
homework;1;0.867;523
paper;1;0.867;524
yesterday;1;0.867;525
