word;commonality;cobertura;word_order
finish;3;0.786;204
head;3;0.786;205
which;3;0.786;206
bad;3;0.786;207
table;3;0.787;208
chair;3;0.787;209
door;3;0.788;210
hot;3;0.789;211
room;3;0.789;212
another;3;0.791;213
red;3;0.792;214
use;3;0.792;215
cut;3;0.792;216
already;3;0.792;217
try;3;0.793;218
ready;3;0.793;219
any;3;0.794;220
bird;2;0.794;221
frog;2;0.794;222
field;2;0.794;223
egg;2;0.794;224
birthday;2;0.795;225
sometimes;2;0.795;226
bear;2;0.796;227
buy;2;0.796;228
would;2;0.797;229
potato;2;0.797;230
money;2;0.797;231
start;2;0.797;232
together;2;0.797;233
rock;2;0.797;234
also;2;0.797;235
write;2;0.798;236
sock;2;0.798;237
always;2;0.798;238
corn;2;0.798;239
drive;2;0.798;240
roll;2;0.798;241
dinner;2;0.799;242
hill;2;0.799;243
Mrs;2;0.799;244
Christmas;2;0.799;245
fine;2;0.799;246
cannot;2;0.804;247
spider;2;0.804;248
mum;2;0.807;249
hat;2;0.808;250
kick;2;0.808;251
sand;2;0.808;252
keep;2;0.808;253
apple;2;0.809;254
better;2;0.809;255
seven;2;0.809;256
sorry;2;0.809;257
break;2;0.811;258
stick;2;0.812;259
bring;2;0.812;260
everybody;2;0.812;261
funny;2;0.813;262
lose;2;0.814;263
close;2;0.814;264
happy;2;0.814;265
toy;2;0.815;266
bathroom;2;0.815;267
bed;2;0.817;268
eye;2;0.818;269
inside;2;0.818;270
leg;2;0.818;271
milk;2;0.818;272
kitchen;2;0.818;273
ride;2;0.819;274
work;2;0.819;275
cold;2;0.82;276
walk;2;0.82;277
paint;2;0.82;278
blue;2;0.821;279
hair;2;0.821;280
yet;2;0.822;281
mommy;2;0.822;282
thank;2;0.823;283
fish;2;0.823;284
glue;2;0.823;285
real;2;0.823;286
tape;2;0.823;287
top;2;0.824;288
black;2;0.824;289
line;2;0.825;290
suppose;2;0.825;291
fire;2;0.825;292
hear;2;0.826;293
huh;2;0.826;294
side;2;0.826;295
whole;2;0.826;296
even;2;0.826;297
mean;2;0.827;298
face;2;0.827;299
hold;2;0.828;300
same;2;0.828;301
everything;2;0.828;302
somebody;2;0.828;303
someone;2;0.829;304
brown;1;0.829;305
miss;1;0.829;306
cousin;1;0.829;307
pool;1;0.829;308
bunny;1;0.829;309
rabbit;1;0.831;310
dear;1;0.831;311
live;1;0.832;312
shop;1;0.832;313
anymore;1;0.832;314
full;1;0.832;315
holiday;1;0.832;316
football;1;0.832;317
soon;1;0.832;318
decide;1;0.832;319
picture;1;0.833;320
dry;1;0.833;321
men;1;0.833;322
place;1;0.833;323
park;1;0.833;324
cant;1;0.833;325
arm;1;0.834;326
chew;1;0.834;327
mother;1;0.834;328
carry;1;0.834;329
mat;1;0.834;330
turkey;1;0.834;331
corner;1;0.834;332
slip;1;0.834;333
pie;1;0.834;334
change;1;0.834;335
end;1;0.834;336
above;1;0.834;337
sea;1;0.835;338
bowl;1;0.835;339
circle;1;0.835;340
lane;1;0.835;341
Indians;1;0.835;342
mix;1;0.835;343
Spiderman;1;0.835;344
yep;1;0.836;345
gotta;1;0.836;346
yummy;1;0.836;347
Mummy;1;0.839;348
quick;1;0.839;349
hole;1;0.839;350
naughty;1;0.839;351
dig;1;0.84;352
yum;1;0.841;353
seat;1;0.841;354
bottom;1;0.841;355
bin;1;0.841;356
step;1;0.841;357
fell;1;0.842;358
bum;1;0.842;359
should;1;0.842;360
thirsty;1;0.842;361
under;1;0.842;362
Grandma;1;0.842;363
hungry;1;0.842;364
sick;1;0.842;365
bath;1;0.843;366
breakfast;1;0.843;367
cereal;1;0.843;368
garage;1;0.843;369
hurt;1;0.844;370
store;1;0.844;371
story;1;0.844;372
tv;1;0.844;373
pant;1;0.844;374
doll;1;0.844;375
shirt;1;0.844;376
tire;1;0.844;377
sleep;1;0.845;378
white;1;0.845;379
yellow;1;0.846;380
peanut;1;0.846;381
butter;1;0.846;382
orange;1;0.847;383
boat;1;0.847;384
stand;1;0.847;385
tickle;1;0.847;386
train;1;0.848;387
Susie;1;0.848;388
whoop;1;0.848;389
cake;1;0.849;390
clean;1;0.849;391
color;1;0.85;392
party;1;0.85;393
cow;1;0.851;394
farm;1;0.851;395
hide;1;0.852;396
scissor;1;0.852;397
fence;1;0.852;398
through;1;0.853;399
different;1;0.853;400
fly;1;0.853;401
shut;1;0.854;402
box;1;0.854;403
cause;1;0.854;404
cup;1;0.856;405
doctor;1;0.856;406
duck;1;0.856;407
finger;1;0.856;408
horse;1;0.857;409
hum;1;0.857;410
piece;1;0.857;411
bug;1;0.857;412
tree;1;0.858;413
turtle;1;0.859;414
swing;1;0.859;415
fix;1;0.859;416
lift;1;0.859;417
ya;1;0.86;418
both;1;0.86;419
before;1;0.86;420
while;1;0.86;421
must;1;0.86;422
ours;1;0.86;423
myself;1;0.86;424
somewhere;1;0.86;425
hour;1;0.86;426
miss;1;0.86;427
alright;1;0.861;428
second;1;0.861;429
talk;1;0.861;430
minute;1;0.861;431
pass;1;0.861;432
shall;1;0.862;433
actually;1;0.862;434
night;1;0.862;435
eight;1;0.862;436
nine;1;0.862;437
sign;1;0.862;438
shoot;1;0.863;439
feel;1;0.863;440
hard;1;0.863;441
ten;1;0.863;442
suck;1;0.863;443
class;1;0.863;444
six;1;0.863;445
ask;1;0.863;446
draw;1;0.864;447
poo;1;0.864;448
win;1;0.864;449
forget;1;0.864;450
animal;1;0.865;451
cook;1;0.865;452
touch;1;0.866;453
hit;1;0.866;454
press;1;0.866;455
small;1;0.866;456
clock;1;0.866;457
nothing;1;0.867;458
half;1;0.867;459
wear;1;0.867;460
wow;1;0.867;461
wrong;1;0.867;462
easy;1;0.868;463
sun;1;0.868;464
happen;1;0.868;465
number;1;0.868;466
chip;1;0.868;467
cry;1;0.868;468
eleven;1;0.868;469
sing;1;0.868;470
jingle;1;0.869;471
morning;1;0.869;472
song;1;0.869;473
point;1;0.869;474
shape;1;0.869;475
everyone;1;0.869;476
fast;1;0.87;477
gum;1;0.87;478
listen;1;0.87;479
die;1;0.87;480
beat;1;0.87;481
cheese;1;0.871;482
homework;1;0.871;483
paper;1;0.871;484
yesterday;1;0.871;485
